Parámetro;región;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
Evapotranspiración de referencia;MELILLA;55.0;56.0;70.9;87.0;126.0;137.0;188.0;146.1;108.2;86.6;65.0;54.6;1180.4
Evapotranspiración de referencia;MURCIA;56.1;59.9;74.7;82.4;149.8;168.7;207.1;173.8;115.8;72.5;52.6;42.5;1255.9
Evapotranspiración de referencia;NAVARRA;23.5;40.2;64.8;77.7;108.7;125.8;145.7;137.4;83.7;56.1;24.4;13.9;901.9
Evapotranspiración de referencia;OURENSE;17.4;29.7;63.0;74.2;99.5;116.5;127.3;123.9;73.9;47.6;21.6;18.1;812.7
Evapotranspiración de referencia;PALENCIA;19.7;34.3;65.2;71.5;110.5;129.0;165.0;150.8;80.2;54.9;21.9;15.7;918.7
Evapotranspiración de referencia;PONTEVEDRA;18.5;33.6;66.2;77.5;97.3;115.2;111.1;111.1;73.8;49.3;26.4;20.3;800.3
Evapotranspiración de referencia;SALAMANCA;22.3;37.7;73.3;81.4;126.7;149.0;184.1;171.8;97.2;63.0;25.9;17.5;1049.9
Evapotranspiración de referencia;SANTA CRUZ DE TENERIFE;53.2;64.9;88.7;100.6;137.7;135.2;167.0;162.5;112.5;90.7;50.5;47.7;1211.2
Evapotranspiración de referencia;SEGOVIA;22.7;44.7;74.2;73.9;120.3;151.8;189.7;175.7;95.0;61.1;19.8;20.0;1048.9
Evapotranspiración de referencia;SEVILLA;32.3;47.6;97.0;102.4;168.8;184.1;227.1;197.3;129.3;92.8;48.6;35.1;1362.4
Evapotranspiración de referencia;SORIA;21.3;36.7;67.4;72.5;112.3;133.5;171.9;161.5;85.2;56.3;23.3;17.2;959.1
Evapotranspiración de referencia;TARRAGONA;41.4;38.9;73.8;77.5;126.0;146.9;168.4;142.0;89.8;60.1;42.7;29.0;1036.5
Evapotranspiración de referencia;TERUEL;30.8;42.9;67.4;71.8;122.5;141.8;188.3;156.3;90.4;60.6;28.0;24.1;1024.9
Evapotranspiración de referencia;TOLEDO;26.1;45.6;87.9;91.1;157.1;183.1;232.4;208.6;116.2;73.4;34.0;23.7;1279.2
Evapotranspiración de referencia;VALENCIA/VALÈNCIA;48.0;50.1;69.5;74.3;137.8;146.9;187.0;150.5;97.7;63.1;41.9;37.5;1104.3
Evapotranspiración de referencia;VALLADOLID;20.5;40.5;74.9;75.7;125.5;150.1;191.7;175.1;94.4;60.3;22.4;16.3;1047.4
Evapotranspiración de referencia;ZAMORA;21.9;33.9;71.0;77.2;124.3;148.3;180.7;166.9;91.6;57.7;24.4;17.0;1014.9
Evapotranspiración de referencia;ZARAGOZA;33.3;45.2;82.2;87.7;140.1;161.9;198.0;179.5;102.9;66.9;34.7;20.1;1152.5
